Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyHours,MonthlyWorkingHours,Salary_per_hour,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition_Probability,Risk_Level
27,472,1,1,3,60,2,2,1,5,19,3,3,1,6,1,3,2,2,2,0,8,176,24.420454545454547,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,0.7666687823163683,High Risk
49,1002,18,4,4,92,3,2,4,1,15,3,1,2,7,0,3,7,7,1,7,10,220,30.92727272727273,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.029780394803329713,Low Risk
34,878,10,4,4,43,3,1,3,1,17,3,4,1,5,4,4,5,3,2,0,10,220,17.34090909090909,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.25491885274739395,Low Risk
40,905,19,2,3,99,3,2,4,8,15,3,3,1,15,2,4,7,2,3,7,10,220,12.459090909090907,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.7250217444116309,High Risk
38,1180,29,1,2,70,3,2,1,7,19,3,2,0,17,2,3,1,0,0,0,10,220,30.331818181818186,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.7613471765664154,High Risk
29,121,27,3,2,35,3,3,4,1,22,4,4,3,10,3,2,10,4,1,9,8,176,43.40340909090909,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.21256111832744617,Low Risk
22,1136,5,3,4,60,4,1,2,1,16,3,1,1,4,2,2,4,2,2,2,10,220,10.581818181818182,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.3907132753890349,Medium Risk
36,635,18,1,2,73,3,1,4,1,13,3,1,0,8,2,3,8,1,1,7,8,176,12.232954545454543,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.6529462773816213,High Risk
40,1151,9,5,4,63,2,2,4,9,14,3,4,1,5,5,1,3,2,0,2,8,176,27.704545454545453,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.04834879085057606,Low Risk
46,644,1,4,4,97,3,3,1,7,16,3,3,1,17,3,3,4,2,0,3,8,176,53.38636363636363,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.04527158643181714,Low Risk
32,1045,4,4,4,32,1,3,4,1,11,3,3,0,14,2,2,14,8,9,8,8,176,59.09090909090909,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.42306023754587735,Medium Risk
30,829,1,1,3,88,2,3,3,1,22,4,3,0,12,2,3,11,8,5,8,8,176,48.14772727272727,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.06086252241819954,Low Risk
27,1242,20,3,4,90,3,2,3,1,14,3,4,0,7,2,3,7,7,0,7,8,176,56.71022727272727,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.17292071502255368,Low Risk
51,1469,8,4,2,81,2,3,2,5,16,3,4,2,16,5,1,10,9,4,7,8,176,70.9659090909091,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.01129114462496963,Low Risk
30,1005,3,3,4,88,3,1,1,5,11,3,3,0,8,5,3,5,2,0,4,10,220,12.077272727272728,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,0.6264607058317158,High Risk
41,896,6,3,4,75,3,3,4,3,18,3,3,0,16,3,3,1,0,0,0,10,220,61.77727272727272,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.1795445045408185,Low Risk
30,334,26,4,3,52,2,2,1,5,15,3,3,0,9,5,2,6,3,0,1,8,176,38.04545454545455,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.9340641479354196,High Risk
29,992,1,3,3,85,3,1,3,0,14,3,4,0,7,1,2,6,2,1,5,8,176,11.693181818181818,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.17248700442452228,Low Risk
45,1052,6,3,4,57,2,3,4,6,12,3,4,0,23,2,3,19,7,12,8,8,176,50.36931818181818,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.16011661130860608,Low Risk
54,1147,3,3,4,52,3,2,1,2,14,3,4,1,16,4,3,6,2,0,5,8,176,33.75,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.022492401745932394,Low Risk
36,1396,5,2,4,62,3,2,2,8,16,3,4,0,16,3,4,13,11,3,7,8,176,33.60227272727273,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.2412997841032617,Low Risk
33,147,4,4,3,47,2,1,2,6,21,4,4,0,7,3,3,3,2,1,1,8,176,14.897727272727272,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.3179681789260276,Medium Risk
37,663,11,3,2,47,3,3,4,1,14,3,3,3,10,1,3,10,8,0,7,10,220,55.38636363636363,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,0.019222709440886353,Low Risk
38,119,3,3,1,76,3,3,3,0,12,3,3,2,17,6,2,16,10,5,13,8,176,60.27840909090909,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.06289375511270423,Low Risk
31,979,1,4,3,90,1,2,3,0,12,3,4,1,6,2,3,5,4,1,4,8,176,24.6875,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.031074146650059753,Low Risk
59,142,3,3,3,70,2,1,4,3,17,3,1,1,7,6,3,1,0,0,0,8,176,12.369318181818182,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.06094890866666107,Low Risk
37,319,4,4,1,41,3,1,4,4,17,3,3,1,13,2,3,9,8,5,8,8,176,15.869318181818182,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.5287447890693233,Medium Risk
29,1413,1,1,2,42,3,3,4,1,14,3,4,1,11,5,3,11,10,4,1,8,176,44.98863636363637,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.18153883951202984,Low Risk
35,944,1,3,3,92,3,3,3,1,14,3,1,0,10,3,4,10,7,0,8,8,176,49.9375,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.22960081695955753,Low Risk
29,896,18,1,3,86,2,1,4,1,13,3,3,0,4,3,2,4,3,0,1,10,220,10.85909090909091,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0.7368466019679382,High Risk
52,1323,2,3,3,89,2,1,4,7,15,3,2,0,6,3,2,2,2,2,2,8,176,18.25,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.4841399394097915,Medium Risk
42,532,4,2,3,58,3,5,4,1,11,3,4,0,22,3,3,22,17,11,15,8,176,109.27272727272728,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,0.06418381225473742,Low Risk
59,818,6,2,2,52,3,1,3,8,17,3,4,0,7,2,2,2,2,2,2,8,176,12.880681818181818,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.3230475433157281,Medium Risk
50,854,1,4,4,68,3,5,4,3,11,3,3,1,32,3,2,7,0,0,6,8,176,110.89204545454544,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.008011385355477204,Low Risk
33,813,14,3,3,58,3,1,4,5,13,3,3,1,8,2,1,5,4,0,4,10,220,11.072727272727272,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.8092719177203243,High Risk
43,1034,16,3,4,80,3,4,4,5,22,4,3,1,22,3,3,17,13,1,9,10,220,73.01818181818182,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.07583128143762462,Low Risk
33,465,2,2,1,39,3,1,1,7,20,4,1,0,13,3,4,9,7,1,7,8,176,15.380681818181818,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.5545424851452667,Medium Risk
52,771,2,4,1,79,2,5,3,1,18,3,4,0,33,2,4,33,7,15,12,10,220,86.67272727272727,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,0.43696233518557215,Medium Risk
32,1401,4,2,3,56,3,1,2,2,11,3,1,1,6,5,3,4,3,1,2,8,176,22.335227272727277,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.3857413003786616,Medium Risk
32,515,1,3,4,62,2,1,3,0,14,3,4,0,4,2,1,3,2,1,2,10,220,16.954545454545453,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,0.8587664226321133,High Risk
39,1431,1,4,3,96,3,1,3,7,14,3,3,3,7,1,3,3,2,1,2,8,176,12.681818181818182,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.13244264820275314,Low Risk
32,976,26,4,3,100,3,2,4,0,18,3,1,0,4,2,3,3,2,2,2,8,176,25.369318181818183,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.18102033245364627,Low Risk
41,1411,19,2,3,36,3,2,1,2,16,3,1,2,17,2,2,1,0,0,0,8,176,17.454545454545453,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.14565385623057003,Low Risk
40,1300,24,2,1,62,3,2,4,1,17,3,1,2,9,3,3,9,8,4,7,8,176,18.857954545454547,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.1553193691964241,Low Risk
45,252,1,3,3,70,4,5,4,0,11,3,3,1,25,2,3,24,0,1,7,8,176,109.10227272727272,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0.01617836944507108,Low Risk
31,1327,3,4,2,73,3,3,3,9,12,3,1,1,9,3,3,2,2,2,2,8,176,77.69886363636364,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.15252151767876027,Low Risk
33,832,5,4,3,63,2,1,4,1,13,3,3,1,2,2,2,2,2,0,2,8,176,16.539772727272727,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.09911385139730235,Low Risk
34,470,2,4,4,84,2,2,1,6,13,3,2,1,13,3,3,11,9,5,9,8,176,33.84659090909091,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.17761857810079293,Low Risk
37,1017,1,2,3,83,2,1,1,2,14,3,1,1,17,2,2,3,1,0,2,8,176,22.272727272727277,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.10366605941378712,Low Risk
45,1199,7,4,1,77,4,2,3,4,17,3,4,1,9,1,3,3,2,0,2,8,176,36.55681818181818,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.1280187917881145,Low Risk
37,504,10,3,1,61,3,3,3,6,11,3,2,2,17,5,3,1,0,0,0,8,176,57.09090909090909,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.3912980220017614,Medium Risk
39,505,2,4,3,64,3,3,3,0,25,4,4,0,20,1,3,19,6,11,8,8,176,62.14772727272727,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.25527980363712627,Low Risk
29,665,15,3,3,60,3,1,4,1,19,3,1,0,6,1,3,6,5,1,5,8,176,13.295454545454543,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.1718284849760877,Low Risk
42,916,17,2,4,82,4,2,1,3,13,3,3,0,10,1,3,3,2,0,2,10,220,29.75,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0.5866426180113132,Medium Risk
29,1247,20,2,4,45,3,2,4,2,14,3,4,1,10,2,3,3,2,0,2,8,176,39.38068181818182,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.07515172066926158,Low Risk
25,685,1,3,1,62,3,2,3,0,12,3,4,2,5,3,3,4,2,1,2,8,176,27.829545454545453,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0951292131250756,Low Risk
42,269,2,3,4,56,2,1,1,0,11,3,3,1,10,4,3,9,6,7,8,10,220,11.786363636363635,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5311018931975551,Medium Risk
40,1416,2,2,1,49,3,5,3,0,19,3,4,1,22,5,3,21,7,3,9,8,176,110.4318181818182,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0031393800191747245,Low Risk
51,833,1,3,3,96,3,1,4,1,11,3,2,0,1,0,2,1,0,0,0,8,176,15.471590909090908,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.1434890375232678,Low Risk
31,307,29,2,3,71,2,1,2,0,11,3,2,0,6,2,4,5,4,1,4,8,176,19.767045454545453,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.8897478249731586,High Risk
32,1311,7,3,2,100,4,1,2,1,20,4,3,0,5,3,1,5,1,0,3,8,176,15.875,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.5744147511695196,Medium Risk
38,1327,2,2,4,39,2,2,4,3,18,3,4,1,13,0,3,8,7,7,5,8,176,29.82386363636364,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.027875594114603573,Low Risk
32,128,2,1,4,84,2,2,1,4,13,3,4,0,9,5,3,6,2,0,4,8,176,12.363636363636363,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,0.7671551661419493,High Risk
46,488,2,3,3,75,1,4,2,3,12,3,2,1,28,2,2,7,7,7,7,10,220,76.69090909090909,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,0.6630289454548431,High Risk
28,529,2,4,1,79,3,1,3,2,11,3,3,0,5,5,1,0,0,0,0,8,176,19.801136363636363,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.8061542603645476,High Risk
29,1210,2,3,1,78,2,2,2,2,19,3,2,2,10,2,3,0,0,0,0,8,176,37.75,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.3542476634505096,Medium Risk
31,1463,23,3,2,64,2,2,4,0,21,4,2,1,10,2,3,9,0,7,8,8,176,31.71590909090909,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.1619583701823175,Low Risk
25,675,5,2,2,85,4,2,1,1,12,3,4,2,6,2,3,6,3,1,5,8,176,22.727272727272727,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.018525145950574945,Low Risk
45,1385,20,2,3,79,3,4,4,0,14,3,2,0,21,2,3,20,7,4,10,10,220,61.345454545454544,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.17664415113845117,Low Risk
36,1403,6,3,4,47,3,1,4,0,11,3,3,1,16,4,3,15,13,10,11,8,176,18.238636363636363,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.03374533239393357,Low Risk
55,452,1,3,4,81,3,5,1,0,14,3,3,0,37,2,3,36,10,4,13,10,220,86.56818181818181,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,0.13993751737806137,Low Risk
47,666,29,4,1,88,3,3,2,1,12,3,4,1,10,2,2,10,7,9,9,10,220,53.85909090909091,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.558429951912013,Medium Risk
28,1158,9,3,4,94,3,1,4,1,23,4,4,1,5,3,2,5,2,0,4,8,176,11.761363636363637,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.025673870900530946,Low Risk
37,228,6,4,3,98,3,2,4,4,14,3,2,1,7,5,4,5,4,0,1,8,176,36.94318181818182,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.1499386831001803,Low Risk
21,996,3,2,4,100,2,1,3,1,17,3,1,0,3,4,4,3,2,1,0,8,176,18.352272727272727,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.2069081202557022,Low Risk
37,728,1,4,1,80,3,3,4,2,18,3,1,2,15,2,3,5,2,0,2,10,220,61.83181818181818,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.010739204866055464,Low Risk
35,1315,22,3,2,71,4,3,2,7,18,3,2,1,10,6,2,7,7,6,2,8,176,68.1590909090909,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.23771461100999614,Low Risk
38,322,7,2,1,44,4,2,1,1,24,4,3,1,8,3,3,8,0,7,7,10,220,25.477272727272727,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.7192324940754617,High Risk
26,1479,1,3,3,84,3,2,2,1,20,4,1,1,6,6,1,6,5,1,4,8,176,36.34659090909091,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.10413892575067701,Low Risk
50,797,4,1,1,96,3,5,2,3,14,3,1,2,28,4,2,10,4,1,6,8,176,108.77272727272728,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.01225807011885523,Low Risk
53,1070,3,4,3,45,3,4,3,3,16,3,4,3,21,5,2,5,3,1,3,10,220,79.92727272727272,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,0.012548156584967954,Low Risk
42,635,1,1,2,99,3,2,3,1,25,4,3,0,20,3,3,20,16,11,6,8,176,27.880681818181817,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.1035065875664545,Low Risk
29,442,2,2,2,44,3,2,4,1,18,3,1,0,10,3,2,10,7,0,9,8,176,25.875,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.3198093418923931,Medium Risk
55,147,20,2,2,37,3,2,4,3,19,3,4,1,12,4,3,10,7,0,8,10,220,24.613636363636363,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,0.549861368578157,Medium Risk
26,496,11,2,1,60,3,2,1,1,13,3,3,1,5,3,3,5,3,3,3,10,220,21.55,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.8905708215375955,High Risk
37,1372,1,3,4,42,3,1,4,1,12,3,2,0,17,3,3,17,12,5,7,8,176,12.017045454545457,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.017328456991317114,Low Risk
44,920,24,3,4,43,3,1,3,3,22,4,4,1,19,0,1,1,0,0,0,10,220,14.36818181818182,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.7014743733470624,High Risk
38,688,23,4,4,82,3,2,4,9,14,3,2,1,10,2,3,2,2,1,2,8,176,32.64204545454545,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.12894973044194877,Low Risk
26,1449,16,4,1,45,3,1,2,2,13,3,4,1,5,2,3,3,2,0,2,10,220,10.786363636363635,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0.8409013526072093,High Risk
28,1117,8,2,4,66,3,1,4,1,21,4,4,0,5,3,3,5,3,0,2,8,176,18.806818181818183,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.041692511851064804,Low Risk
49,636,10,4,3,35,3,5,1,9,11,3,4,0,22,4,3,3,2,1,2,10,220,84.8409090909091,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,0.6258786509738313,High Risk
36,506,3,3,3,30,3,2,2,4,12,3,4,0,10,2,3,8,0,7,7,8,176,25.482954545454547,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.6668221557973653,High Risk
31,444,5,3,4,84,3,1,2,1,11,3,3,1,2,5,2,2,2,2,2,8,176,15.846590909090908,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6008983132702218,High Risk
26,950,4,4,4,48,2,2,4,1,12,3,2,0,8,0,3,8,7,7,4,10,220,26.49090909090909,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.8862188185993014,High Risk
37,889,9,3,2,53,3,1,4,1,12,3,3,3,4,3,2,4,2,1,2,10,220,10.572727272727272,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.5278671752246683,Medium Risk
42,555,26,3,3,77,3,4,2,5,14,3,4,1,23,2,4,20,4,4,8,8,176,76.8465909090909,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.5538531361144546,Medium Risk
18,230,3,3,3,54,3,1,3,1,13,3,3,0,0,2,3,0,0,0,0,8,176,8.068181818181818,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.746607291015452,High Risk
35,1232,16,3,3,96,3,3,2,0,15,3,3,2,12,3,2,11,9,6,9,8,176,45.56818181818182,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.19017774033450446,Low Risk
36,566,18,4,3,81,4,1,4,4,18,3,4,2,4,2,3,1,0,0,0,8,176,20.954545454545453,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.36922656204597115,Medium Risk
51,1302,2,3,4,84,1,2,2,5,18,3,4,1,13,3,3,4,1,1,2,8,176,31.147727272727277,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.036477776831191314,Low Risk
41,334,2,4,4,88,3,4,2,1,19,3,2,0,22,2,3,22,10,0,4,8,176,90.9943181818182,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.08547708704145802,Low Risk
18,812,10,3,4,69,2,1,3,1,12,3,1,0,0,2,3,0,0,0,0,8,176,6.818181818181818,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8670963709982826,High Risk
28,1476,16,2,2,68,4,2,1,0,19,3,3,0,9,2,3,8,3,0,7,8,176,32.16477272727273,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.08336942199398507,Low Risk
31,218,7,3,2,100,4,2,4,4,11,3,2,1,10,3,2,8,7,7,7,8,176,39.36931818181818,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,0.518774442016668,Medium Risk
39,1132,1,3,3,48,4,3,4,0,17,3,1,3,19,5,2,18,10,3,7,8,176,54.61931818181818,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0038148447113354397,Low Risk
36,1105,24,4,2,47,3,2,2,7,15,3,3,1,11,3,3,9,8,0,8,8,176,32.23863636363637,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.21103639984430939,Low Risk
32,906,7,3,4,91,2,2,3,1,14,3,3,1,13,3,2,13,8,4,8,8,176,31.15909090909091,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.09487231511592933,Low Risk
38,849,25,2,1,81,2,3,2,3,17,3,3,1,19,2,3,10,8,0,1,8,176,68.5284090909091,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.038464215457708575,Low Risk
58,390,1,4,4,32,1,2,3,2,13,3,4,1,12,2,3,5,3,1,2,10,220,25.727272727272727,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.04210508061429365,Low Risk
31,691,5,4,3,86,3,1,4,0,12,3,3,1,6,4,3,5,2,0,3,10,220,21.913636363636364,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,0.2736624845231694,Low Risk
31,106,2,3,1,62,2,2,1,3,12,3,4,0,9,1,3,2,2,1,0,8,176,36.42045454545455,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.9234986068938498,High Risk
45,1249,7,3,1,97,3,3,1,1,18,3,1,1,24,2,3,24,9,9,11,8,176,29.602272727272727,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.5795643261519562,Medium Risk
31,192,2,4,3,32,3,1,4,0,18,3,2,1,3,2,1,2,2,2,2,10,220,12.25,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.4215756059870424,Medium Risk
33,553,5,4,4,74,3,3,2,6,11,3,2,2,12,2,3,10,6,8,8,8,176,67.48863636363636,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.30476205691542113,Medium Risk
39,117,10,1,3,99,3,4,1,1,14,3,4,0,21,3,3,21,9,11,10,10,220,77.58181818181818,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.613348436800363,High Risk
43,185,10,4,3,33,3,1,4,0,19,3,1,0,9,5,3,8,7,1,7,8,176,13.948863636363637,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.20119343958651317,Low Risk
49,1091,1,2,3,90,2,4,3,7,12,3,4,0,25,2,3,7,1,0,7,10,220,63.47272727272728,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.38258188828491246,Medium Risk
52,723,8,4,3,85,2,2,2,2,15,3,1,0,11,3,2,8,2,7,7,8,176,28.07386363636364,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.38684490744677974,Medium Risk
27,1220,5,3,3,85,3,1,2,1,12,3,2,0,4,2,2,4,3,1,2,10,220,11.263636363636364,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0.6913502739771996,High Risk
32,588,8,2,3,65,2,2,2,1,11,3,4,0,13,2,3,13,12,11,9,10,220,23.76363636363636,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.8184193618077824,High Risk
27,1377,2,3,4,74,3,2,3,1,11,3,1,0,5,3,3,5,4,0,4,10,220,20.354545454545452,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.6111079395116283,High Risk
